Protein,Gene,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,Mild_1,Mild_2,Mild_3,Mild_4,Mild_5,Mild_6,Moderate_1,Moderate_2,Moderate_3,Moderate_4,Moderate_5,Moderate_6,Severe_1,Severe_2,Severe_3,Severe_4,Severe_5,Severe_6,QC_1,QC_2,QC_3,QC_4,QC_5,QC_6
PLAU_HUMAN,PLAU,26690.6328173945,17257.95255111589,27605.8201889387,23154.7091784285,20117.136733927382,21197.6696682434,19447.682820392907,22464.748185253164,23129.71563630795,0.0,21580.371267344384,18430.172468628512,17594.8367073118,17211.750284416925,23391.317561053937,21232.568205163818,15150.14879333971,19897.708646884876,20771.70990231542,19862.659696727133,27487.828421267197,19321.10025295396,24303.16151062306,21409.494756833417,22112.928944865413,22414.14307962849,19603.327804156754,24288.31067099839,19936.023528732087,18812.805532685037
PLIN1_HUMAN,PLIN1,18642.591720634646,29405.69296291133,21478.370898982874,24749.692713868724,29533.851064377686,23237.258037600972,24791.242133016516,25275.052293350233,26078.31640210293,34455.554954892556,29473.880356216374,0.0,19413.87251543565,28771.7661739317,21465.637033614,25369.939401349704,25572.961635412314,25781.993651945566,29515.290333000317,29760.413752143642,25840.650743978706,22705.895893010464,19240.399893320908,23153.362556826847,32599.545291538412,24614.755644437264,22785.549849237283,26289.092327314087,28500.243492938644,26980.30027933072
PLIN2_HUMAN,PLIN2,6956.130605951557,4946.952116782697,6718.655974630443,7974.040892444398,9034.87258722646,5478.614711411491,5445.766868436626,6103.837898277719,8641.920963714812,0.0,6181.961974048544,6633.248417657013,6531.421387063804,5816.194161522583,5789.746424035619,7874.315225487233,0.0,6506.634863710575,7833.084307671819,7302.902601760217,5869.498517776996,7015.174188581174,6778.692052616946,8676.81372820661,9060.001634938631,6982.416554103272,5405.256037713159,5587.104327194017,6611.867547026733,7630.807487579959
PNPLA2_HUMAN,PNPLA2,51873.99102104578,53128.36364154023,36577.27080773552,45606.94873650537,44985.66982044418,49329.38422974966,43423.88011706947,0.0,42640.90462763834,0.0,53461.78854970984,55656.29979182804,49091.87454449012,45899.5208578934,54046.93668184246,41446.80599052283,58629.69794139265,54600.332170633505,58369.75625991045,0.0,65372.309167921616,39005.08529302698,47397.77214181721,42038.99528527678,58158.39053646515,58815.26461632351,41431.073295955255,60996.42627650942,54843.50448817935,54266.0844958206
PPARA_HUMAN,PPARA,50698.60664243611,70493.44930620056,66181.42423951588,47989.278385105266,84922.98519800135,0.0,62949.1434791293,53116.895639586124,0.0,69586.32535621684,0.0,0.0,0.0,64982.87988553135,0.0,46930.70526157523,64264.52126054702,66115.26792291563,56234.931501379164,0.0,0.0,47423.47729322733,67425.24773554815,68622.2270443246,68928.9935410351,55844.049106411476,58101.79789047982,63312.934003069444,49387.36073063316,52014.726059163986
PPARD_HUMAN,PPARD,14577.010163380693,13970.901283849527,12598.591380845884,14267.231038762335,15093.612421392181,10498.000161833403,0.0,0.0,0.0,14967.570826198691,14174.497300411835,0.0,15773.836625305159,14035.7639823355,0.0,0.0,0.0,16062.744220754672,0.0,14968.227122001901,0.0,0.0,0.0,12464.151659656052,15028.630611827817,15774.771298556034,12540.853219129755,14686.436870873003,17625.006017665786,12391.08380687823
PPARG_HUMAN,PPARG,10365.005769272238,12010.688702268111,12201.087893723638,0.0,9651.032494047437,10258.040848776916,10975.23648093692,0.0,12108.12504051458,10825.995442521482,0.0,8502.658721738288,0.0,12837.620508091015,0.0,10039.445504416904,0.0,9540.211259780144,11142.239773285024,0.0,15237.96001873764,12318.604909144171,16023.216914148485,10915.046726431146,13265.276601332145,11257.183071578227,10988.673994327195,10691.119770346455,9489.596778793939,12558.637625122368
PPARGC1A_HUMAN,PPARGC1A,201393.53956859533,206872.61970000548,187774.66855139943,187617.92306446977,172606.68655988626,0.0,171145.82473368727,163057.0962618106,0.0,184970.72301376754,173891.55740623747,183306.64947039267,174330.9277342444,204696.79512368946,155085.8978958981,177434.5245146347,187722.9583491358,0.0,134754.47195889553,185409.23970674575,199394.39199135787,149306.93236515165,181627.99114612775,178157.0584936066,144747.26771271834,172714.398716419,183443.37416802795,179377.79183795248,193415.0321034575,175775.01349096725
PPARGC1B_HUMAN,PPARGC1B,52689.11154809203,0.0,0.0,0.0,68293.99483470427,63003.00273280531,0.0,70563.41678417771,80736.12380383439,60273.61909696839,67703.66414633025,70819.87022658803,74979.10539136107,0.0,81672.20612490168,64363.01250914378,0.0,0.0,74782.9636813492,77549.5709292138,93760.50951335437,0.0,72035.85338157193,61598.03717345974,61221.89887454674,77570.22741477405,63837.24352911709,66798.10547298974,62117.28387417844,53139.45109498027
PPP1R3A_HUMAN,PPP1R3A,0.0,2079.4737105218596,2093.400514272201,0.0,2524.2790864052013,2329.622799450987,0.0,906.6355263793386,731.6831819946799,1281.2991216806354,1211.0863320220046,1047.506900166155,331.39755969454603,319.9840670103518,257.8679091816945,356.4908073510116,371.1219296347114,332.795916719353,353.94319339873925,348.45250909305986,411.1350863242621,259.26325176616956,244.6444660462499,347.2142171977084,2606.0193250662933,1817.5313995047343,2378.620771711562,2443.639181682461,1657.9590709751562,1985.0098208960585
PRKAA1_HUMAN,PRKAA1,17668.59326045463,20469.619348952387,20111.681628153987,24727.035149349354,17992.032699200805,22753.805633206783,33920.307286457675,28007.317066447267,36577.00601643164,0.0,26609.772820616792,33423.87723643069,32506.638108873238,41666.961309392645,32942.52663854766,44054.671123403255,38788.55542941246,34689.90716657843,44846.76684758657,58283.48779911855,37053.71374731978,64250.5906352944,44792.68247009886,47234.889530542336,23526.603279893134,23215.217509292408,18040.83041754714,19955.620332206236,21516.84754420404,20613.40943080725
PRKAA2_HUMAN,PRKAA2,6706.436309738981,7933.016435973614,6320.8403078908,0.0,8451.490260579452,6531.745276963336,3963.8648743313342,5385.025370126636,4768.710058099944,4068.8089141072655,4315.949290255029,4748.74420731413,0.0,1034.1542832439188,1147.0411897456186,1220.1996002678584,1340.3072533163174,1134.200626659891,1457.3618727938456,1190.88893330795,0.0,1492.6130411129511,1771.2958246767132,898.2013573032465,9809.028705383522,8017.667259632848,8912.360641436533,9037.422322730628,8037.849898833325,11776.710545363117
PRKAB1_HUMAN,PRKAB1,8850.273112938432,9214.621273886734,9549.905791937032,12721.112888971302,9692.352645962317,9173.580866082686,3039.692144154569,3877.9758097971694,4496.764264902691,4328.0573754436755,4317.78482774226,2683.4632198065115,0.0,1116.5235292173943,1177.9635180807113,1293.9584514921598,1371.4995465073334,0.0,1413.872033900218,1413.916910346515,1375.989025853746,1097.2635445456312,1443.8231300460423,1691.5334956379088,8845.45805865769,7676.048684171893,8700.536056641973,9400.008386071377,11430.059540461256,7014.9546856022225
PRKAB2_HUMAN,PRKAB2,0.0,10101.926657797116,10893.20182887016,9618.665821880904,0.0,12232.775504585417,0.0,0.0,0.0,0.0,15029.958209038525,0.0,0.0,0.0,12491.512059865508,11436.696496995062,12027.17424831813,0.0,0.0,11296.145048591145,0.0,0.0,0.0,0.0,9991.804866703558,11906.388695842192,12777.056473874974,10444.10526171136,10576.498488784944,10348.031196100515
PRKAG1_HUMAN,PRKAG1,23419.52940403708,21958.42084491874,23346.811342281013,21114.45733332617,25517.255985369196,25942.086900364295,24186.31228456523,20540.1559615195,19115.487408142322,22419.071945851898,24874.4854815725,22450.51474704239,18269.63912945608,0.0,20853.86996262077,27729.719645941284,30512.56299593763,21585.849519644285,84557.5947498997,90877.69960553396,0.0,96231.20216685292,76487.19229368892,85629.99175672987,17692.81156035222,20285.622592888845,23449.59622671454,24310.581689009137,19919.34841022856,20334.227154154352
PRKCZ_HUMAN,PRKCZ,0.0,20506.490461767346,22151.751523223294,18721.27096479003,20178.011193705457,18318.428436832914,17481.464884592206,19555.4196474506,13734.56168853394,19403.396362620104,20589.13383936578,21994.27425637939,19812.877946784723,23043.673814187663,16712.79558000994,21503.921318180423,22699.991460445646,19608.51351514755,0.0,0.0,53718.70640615934,53967.78567058713,83769.28560766578,71357.94969600135,20314.600732466777,16345.938912244406,20106.785339897553,21092.31593311806,15932.316405556494,21778.578918792
PTEN_HUMAN,PTEN,7603.619537565525,5451.532807281089,6270.695677778207,6102.527831778285,6405.441322740189,5907.552817194887,6915.5505930870095,5959.446832019001,6293.0707400876245,5499.51703421041,5364.29908002464,5790.334315717089,5208.368366391748,0.0,4816.924088103278,7924.301796965188,0.0,6915.271565613675,5524.158359156567,4336.525738201243,5024.132967495314,0.0,4450.902391939421,5395.1274130126385,5886.084226418041,6083.585706946209,6346.005467910217,5651.570378229465,6220.633087009431,6283.215052586185
PTPN1_HUMAN,PTPN1,9773.111658966283,6794.234492246649,7854.317930863502,8814.143715842569,6692.531671737159,7011.636548172932,11058.273339179235,7225.977037644245,7131.793344221401,5917.040066730164,8886.878129061686,6152.082093294284,6601.943612364002,7046.564248802931,7578.687205491027,6381.676565706609,7084.823452372311,6379.429650781976,7756.664071445049,0.0,7660.637762482477,8292.788561174548,5742.242720673303,6959.234030185913,9063.771186161623,8936.590123669197,5884.636567813997,7571.403112974188,6392.097968131722,9019.14406547581
PYGL_HUMAN,PYGL,3292.677938977638,2394.427588284549,3626.7199409765535,2788.5230743440234,2484.9525005665987,3023.8568468039607,3304.3038041798727,2799.1375388626216,4160.7854692491765,1963.8648614545873,3030.355241298816,3208.730525282594,2122.4749989666784,2468.2072398637,2655.9672357691575,2003.0211066725597,1760.3984019458676,3091.152948471841,2582.643943152413,3425.054204915705,2451.8157423550797,3658.733129904663,2886.10629966247,4090.5477947654017,2767.931379820433,2518.436188785835,3088.708155268706,3214.6241970336077,3128.245778659313,3542.39734242012
PYGM_HUMAN,PYGM,18942.18605369987,22992.053992580528,27217.663324517656,17632.773546281394,20179.819222440907,22103.629394599848,23190.820828527114,0.0,22069.369091862336,0.0,17488.07798821154,17899.46954170766,20405.7735008931,17132.633931745746,21939.108929805992,18512.999201028448,19790.163170991724,21292.087640405185,28006.89353945994,20228.13663561834,21960.219740801633,21317.777203648333,21725.596866157663,0.0,19023.838247699907,17648.130678033653,17329.20171015328,20551.112374622495,20648.231150373216,17677.29115425779
RELA_HUMAN,RELA,35347.60147489186,27304.751573612095,26478.373696832114,25240.954451234422,31013.215786859502,29346.417293594168,21131.49386638166,16958.630585007184,15817.782786812577,19955.227944277303,19344.326677271143,20341.71715440608,6589.7338591329335,11393.20127494651,10683.937266017994,7852.299304585617,7947.806720884194,0.0,4501.048522306411,4271.082751060453,4421.2941644392795,4207.438286866228,4887.2562286856,0.0,31208.631941726297,27387.91691725278,29676.444559342042,37654.593069016235,27860.751239840964,33425.30430207394
REN_HUMAN,REN,0.0,0.0,0.0,60434.480588465034,68858.66823554235,0.0,0.0,0.0,55822.577796448895,0.0,0.0,47518.38866794655,0.0,45577.55065883359,0.0,56486.1091342403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61497.99005484138,60753.525176432784,54293.04492062849,41240.32152354749,40901.409487033634,45253.88809986885
RETN_HUMAN,RETN,54155.35076269928,48590.56636536779,79833.55690931206,58027.885918798136,49360.554336667046,56983.4554141533,60764.38147528764,57410.05467804167,47795.19070545859,0.0,49817.281727981324,54988.169033145045,50467.32661274197,61767.74642663535,0.0,71821.56732688972,59119.931960862974,83352.6993250874,75221.06306627479,63537.30520087388,71665.22935962644,75750.54085261069,47556.05099623928,56779.934292545324,54033.95533418517,56359.48541724825,61022.57099242451,48759.33038275878,59102.93739036311,63116.12763522432
RHEB_HUMAN,RHEB,21981.652517028324,0.0,25686.204566785982,23123.721106868754,21972.66279292724,18477.488831133203,0.0,23577.484839777415,25358.908786759122,26483.930397198303,20994.723783958198,22912.5700284008,21731.020899784115,24682.988154486065,22123.961941346242,23886.334966304352,21126.043468048923,0.0,33416.19762124041,22027.814142013387,17423.84935314924,22521.865326936422,24377.678496568802,21182.885984277418,23035.25099439654,26459.476354635408,22380.270005694867,21962.968939784136,30748.70406859167,24675.84942675843
RICTOR_HUMAN,RICTOR,11241.873005217523,14193.214443359895,13401.413977196013,0.0,0.0,16155.790948407293,20446.5301780271,14243.34621618312,15598.566106722323,0.0,0.0,14227.091996357685,14487.167958283586,11143.63797816853,15853.654728950021,15536.88390197184,10558.050198573184,14583.081797085331,15716.451406002563,11637.46178272772,15436.089842767462,17385.64433251694,19020.493590091024,15324.69856401935,15682.68682841791,15873.05335981507,19151.272659367525,22724.830634312504,13099.983390856374,11401.595892160294
RPS6KB1_HUMAN,RPS6KB1,140151.20788026357,176771.74053199223,227972.7634220221,169885.054037479,193093.2872511855,168842.25316910582,177821.20339961996,181304.7755685878,194414.3878444134,0.0,213811.71301367134,187449.57649373918,232870.2061082539,0.0,155252.06142093748,0.0,0.0,211432.5495297987,222588.97300847116,0.0,169837.7789781115,156727.686195838,177266.3461719141,183068.10596501638,213065.81688211169,155355.3131628512,163787.77677472983,176827.29468994332,168382.02295608647,168104.0440174844
RPTOR_HUMAN,RPTOR,7051.963491261175,10197.68348020655,9466.040631235812,10119.80180921904,8451.515369495499,10028.469757037059,7104.490871448821,9695.510277395671,8290.880039487522,8642.1718462302,9262.337899428536,11474.670577560388,6320.1086946539,0.0,11306.463881110518,0.0,10449.755433333525,7771.298015748988,8372.850317898005,11135.295124598706,7925.57056373722,11162.826661066912,8724.115842539533,10282.119831225586,9024.935425129574,8348.302111137584,8833.253146374693,9124.227505980403,9977.073780782966,8693.220856578104
RXRA_HUMAN,RXRA,5667.256604267943,7019.540634521687,5051.274130043328,5922.081801017703,6957.226440821329,5656.622094723848,2291.61917767912,2993.109230685929,2862.5406088584577,2753.851345120987,2518.325585213676,0.0,926.4530367715249,757.1407172217345,797.75226519523,851.6182042862457,829.2850626940409,791.4340225493469,715.8916087046028,834.8384684275626,870.6963096307728,701.0574481939227,859.683477860869,0.0,5640.516276187914,4954.556927898737,5125.3334883958505,6945.66810131546,4940.864496941874,5275.419335336543
SAA1_HUMAN,SAA1,16429.04979998717,12067.276756727768,12589.19971759794,15303.209911199714,15589.07368303647,12840.908374962073,14127.917447224552,15934.22375148603,13972.487599602842,10558.967649969401,14607.629733377322,15990.078861521042,14708.546843783191,13153.932832906185,13929.238429148934,13172.735005406135,13193.456744795873,14105.524140943895,14442.19219243641,11953.55300237976,14086.420298827843,13876.43847922149,11944.044119922506,17370.04677454309,14055.745658907957,15808.34472249758,13886.877172596156,17231.14828333731,15305.431709004883,16582.34124766434
SCAP_HUMAN,SCAP,26658.861683732797,30691.07529244037,23133.667658557286,28107.80007670116,22743.28642551062,0.0,10991.529579698306,12932.794509250214,9906.66173236856,0.0,7670.136050886922,9578.062137305838,4129.078858958873,3473.96938671923,3601.1253315454082,4425.7384712317535,4336.573680083455,4713.453788907453,4370.88633133041,4479.829331550056,0.0,5061.565034651584,4921.524338744821,4365.0060594089855,23352.96685800013,24768.577662410535,31331.697933985368,24227.676665828945,26800.694588581537,26478.845358927756
SCARB1_HUMAN,SCARB1,76265.4525097015,98763.52195290064,85677.32679746085,88370.15709155356,78988.1433505121,88214.27472305826,77859.63224432028,70064.18594351147,79787.49991085946,92869.67766534258,104924.24731203617,0.0,66265.99111685927,76257.74322733982,84891.83432903887,86694.52820957475,72135.46602405171,86789.0384532791,61127.92003989256,88527.9449875519,101311.43348272594,65543.8519270646,78225.13970705618,77536.1682466952,103830.13203611171,87046.19347747129,74311.84986767056,87580.12148277111,99476.53298327261,88415.69274641873
SCD_HUMAN,SCD,0.0,0.0,15189.727016562214,13389.486825410575,0.0,0.0,0.0,14617.134327671352,13703.79264848627,0.0,0.0,0.0,15097.846199200312,14693.97238601421,0.0,13943.589865605532,0.0,13512.427591729787,13412.194080691874,0.0,0.0,0.0,13203.229453888967,0.0,15853.452844573854,14898.927962710744,12751.839581152804,10390.191839828542,13615.92755338532,12694.942497566532
SELE_HUMAN,SELE,0.0,0.0,0.0,0.0,0.0,5163.187383384888,0.0,0.0,0.0,5065.209175962135,0.0,0.0,0.0,4354.213014365256,5134.621931954752,0.0,0.0,0.0,3906.529261610775,0.0,0.0,5888.188482995517,0.0,0.0,3539.3275115937954,3994.1998922019143,4319.73780165093,3168.858704875192,4642.655972959326,4292.896621499917
SERPINA1_HUMAN,SERPINA1,0.0,60381.65230131997,46769.33983818898,45562.13489584275,33322.43551321858,61297.27720895661,42831.90749147347,0.0,44825.03867668876,44394.74989791369,49343.62680026279,37337.75245640921,57069.045501159715,50835.893991643294,47287.04508262825,58174.9496044982,0.0,45283.6155173315,53509.32066241152,0.0,0.0,37558.93510630293,34681.8452972337,48606.985311711185,45930.61379230921,41347.69576853979,51897.616912289166,42353.23341996214,46384.08244984349,49503.22561919067
SERPINC1_HUMAN,SERPINC1,0.0,0.0,0.0,0.0,16451.723655137943,9765.509407782167,11864.269057729862,13921.664326395057,0.0,0.0,17155.165708806864,14741.00753404365,0.0,0.0,0.0,16050.141130163227,0.0,21903.15692957186,0.0,14897.882257062649,12435.70778317907,11193.476599752626,0.0,15795.311419633885,10874.418866065002,15074.510497347352,11971.915998586916,14851.027930308188,11573.818643987372,15090.081003615167
SERPINE1_HUMAN,SERPINE1,5600.312857378772,8455.723033465256,7480.062635812038,6392.630112888907,6912.67707062427,0.0,7584.0139356808495,0.0,7656.493084226436,6809.766897189031,6332.362992622175,8208.159755105678,7947.185782900381,5336.006361156193,9811.683121998036,0.0,7710.840095641701,6411.98662015783,7455.7430605601785,7224.281988811331,8725.726536361042,9151.993165850201,9413.781280008698,9554.355078237384,7986.668838141991,7581.99771523886,6729.9210712516515,6681.870079156509,5635.758471729441,7046.758541357413
SIRT1_HUMAN,SIRT1,0.0,7752.154206322006,0.0,0.0,9630.288285803483,9557.858210781533,0.0,0.0,0.0,0.0,0.0,0.0,976.0314987331323,0.0,0.0,0.0,1335.1500273261252,0.0,1185.985426096826,1809.9579351015261,882.0032222034538,0.0,1526.0646783060943,0.0,7784.136271135493,12607.275286398884,7486.3954155581305,9154.152121288651,7710.311233217869,8482.3717320766
SIRT3_HUMAN,SIRT3,26113.963964054117,22501.525828135887,24427.38472089695,26121.702589167086,27866.179936136574,22775.684670505165,24922.318191726925,32510.965960677357,35446.28484106313,17569.306994810122,22666.554190009327,0.0,26064.194068962253,0.0,22189.360438568157,27958.04784219694,40979.01096360631,29498.686945216414,29137.68917016922,23016.674434750916,21835.945606241654,25736.68071106622,31535.901382393935,21376.4658299134,23755.689263429897,23348.431256592787,24273.901369043495,26910.524582201437,25265.560612809473,21602.944790660393
SLC10A1_HUMAN,SLC10A1,3348.853104235777,3669.743659902208,0.0,4054.6488865477763,4377.909723380282,5398.771940352903,4053.6234293778407,2962.827117054446,0.0,3147.644417985017,3417.786746562733,4246.00143028986,0.0,3535.678762115895,2697.599389485704,0.0,3516.3243586045946,3370.92752477604,3547.01524541453,3147.19783318382,0.0,3356.447306913352,4032.0846322154894,2744.0485934020294,4124.644108194824,4104.044854296071,4489.224808694674,3445.523127930055,3732.1544164723036,4506.540134109513
SLC2A1_HUMAN,SLC2A1,84699.58602579746,74607.31008266652,96014.22539208962,89300.70632523193,98219.09440785977,83127.92999798244,89070.7940486711,101615.06186103799,97430.57057541986,94137.25024641157,68847.77853538857,82647.29369188614,80398.71741596363,144103.68356890796,0.0,86304.74744310856,102765.45317252573,74752.0296267107,100405.22095903222,117750.99129478773,111328.92891684438,86597.32300791588,126316.58745901073,124427.89748011233,71586.74452121081,96251.51853514212,88224.17784744903,84580.11079863807,87392.78140756192,83920.6946099149
SLC2A2_HUMAN,SLC2A2,22372.093245582615,18807.64462833399,0.0,0.0,17654.05160804493,19241.992911636084,16057.063693790631,19298.101355267834,25848.39007940153,20257.240325141058,17144.467028028037,17334.54315728074,17945.3670729763,0.0,16682.91682202014,0.0,0.0,21533.565466216223,17368.08778115267,0.0,20071.677164770615,0.0,15718.356042228303,0.0,16869.85655269157,16228.886733020494,21333.87945821647,20987.589065037246,18193.853958065785,19684.643787095738
SLC2A3_HUMAN,SLC2A3,23017.915920466086,26464.648741865087,22950.717675508928,20000.902959571526,27169.271966884204,23871.8962618816,26850.51193999093,18514.847475680748,25359.129121845068,28501.66381621473,19843.21339272745,0.0,21209.40861435505,28706.747867138187,19245.674193588515,19834.414980260128,23957.122125320195,19873.88017390309,72507.4918375293,96332.55291620904,63356.55372967471,0.0,106910.46568332383,0.0,18743.445956996264,24332.277262794556,24635.134741513695,26608.201526019184,23862.61220383822,22358.244530241478
SLC2A4_HUMAN,SLC2A4,59929.200418632885,71734.11067579682,51380.40908236809,66774.87058839545,45032.580383072745,55493.16339321479,63929.26763848833,77668.63613209265,49338.56520852935,62965.93627018443,63987.5191944842,64147.224361474764,59785.23279959426,73752.62670552477,57332.85901691452,0.0,0.0,0.0,71463.55235124056,66069.85249925096,61363.9853902383,73277.79271280784,63838.537429687145,53994.51798544332,53909.16283076528,60649.651652535525,67858.24239273326,49746.64303702633,61575.852403537276,63011.24307623802
SLC30A8_HUMAN,SLC30A8,10234.764827960395,12435.36218060316,8782.95174488237,13155.82095144115,11407.884327234027,10791.584042124872,0.0,5899.914821687901,6020.698106000336,6211.957617169688,5169.568869733474,6226.92910440021,2483.299736816134,2404.558320349474,2052.870828987149,2457.659013251201,0.0,2499.892618606855,1530.8401287815384,1398.4986451038792,1473.3098588499406,1555.1059715204358,1648.7588389388218,1950.2255621661934,11579.323126632946,12153.352691562857,12703.34547647386,9749.095633284362,8793.929965688183,8816.610358998061
SOCS1_HUMAN,SOCS1,25443.663719652013,0.0,28653.992016462467,23463.474863244588,18472.830859429374,0.0,23557.962227292133,24510.180369564347,24256.33461990539,22631.447807181565,25858.95048986853,23283.525684807908,25257.85636132348,21075.435233123295,18492.143329194216,26712.76677726773,18649.494104371966,26428.565854857894,20571.33710061869,23181.243773091992,18748.0493776342,18462.09461068912,22638.814372612032,0.0,17822.807871097946,21873.772852153797,19724.774706123986,15429.975618613144,20516.208719864153,22291.469966340865
SOCS3_HUMAN,SOCS3,0.0,17348.63358342112,17788.87383613689,23036.3796134367,26312.081901330876,15401.52481286089,22094.541463980993,20643.11346333477,23099.873237484855,18463.039099753067,21624.51527539282,18794.31705006081,19816.633734845094,20157.462524013146,20166.807609624113,18777.479027038564,16586.681854630577,22883.10179673985,24444.312611005174,0.0,0.0,26698.224257348276,16579.207865659042,20815.824847012307,16470.390257580668,25096.237575860214,21104.42848793851,16507.296971571588,24665.82606602361,25694.998262582765
SOD1_HUMAN,SOD1,36552.81678769082,0.0,0.0,32833.915082022744,0.0,33745.21137817145,48778.32483203477,35073.578189998945,48976.70254570677,0.0,0.0,23118.281340974903,29904.986374132295,43432.506276512984,37335.25739222506,35936.62479236709,36252.342995695355,32577.246296686553,0.0,0.0,0.0,27551.81080862911,30786.75101369867,30555.298959504304,39562.78487668712,38563.52229987731,36763.613183087815,34497.6234268226,31403.007025270053,31284.022986767886
SOD2_HUMAN,SOD2,245424.31371530323,268892.5470459531,249002.03922407902,255871.82722812053,228545.66333151818,271751.7021880329,0.0,202792.35236817918,274937.9893314154,281976.5827393063,188802.79690569238,196329.10997662914,281439.603554831,0.0,283089.93055251916,267754.0076697837,228505.34068888065,230127.8035760911,206423.45006307468,257856.80233941757,246696.6006406284,310481.19252274104,205654.70625207224,274355.30155444914,298569.61598438176,234853.1526363834,239149.33253513972,222072.17067131004,221191.94562992908,260924.38311333716
SORBS1_HUMAN,SORBS1,4862.211780449952,5547.555991760885,10068.870058447574,6375.926810364533,6435.728551175569,6250.484775320879,8676.771875504155,6990.643392164787,8530.364004840168,8700.334075637551,5228.454368155275,7400.70409176399,6889.705639120786,6423.388168668232,7507.587875869923,7236.731256072187,7909.672356550881,5350.2176441187,7646.290246619876,0.0,7298.035740597121,6276.74433878865,7385.438384280361,8032.500892663106,8967.8899751587,6309.145150359862,7147.274018980111,7055.454902995317,6774.75154204704,6797.827315724745
SREBF1_HUMAN,SREBF1,0.0,27050.284870541658,0.0,20699.88891792724,20345.00395538622,19720.156101516357,15368.088667399692,17226.129545934215,19927.572933508556,22725.51162379937,22968.327080323077,19002.82505468114,28397.32181610018,18680.760450767677,23156.086177614423,17932.54471825222,20434.030525806054,18693.162820762685,23007.527391289546,21862.517205148564,19368.324061943982,25155.449418040844,22100.410926000153,20587.88096783348,25872.507782975954,19465.065190015383,26989.32511753546,17127.190877895697,20965.826435380553,24289.010821100812
SREBF2_HUMAN,SREBF2,152474.03000375046,217594.51385931272,138979.01445257594,0.0,199363.64286269757,196894.44047490446,177962.36886855075,183384.4352874973,176235.0222035477,0.0,196536.6471197432,197476.125755686,181967.94577855922,0.0,212173.50729982936,207238.58609339417,241956.2288167092,168706.98985230207,144189.94040163865,165233.17534525844,180631.58256293336,194769.81016259314,168124.44620044366,179362.45842405353,218241.6033860381,162283.6220733517,180630.5936231835,203764.26822208613,204175.75979090572,190019.02928261308
STK11_HUMAN,STK11,0.0,0.0,0.0,0.0,0.0,6838.44501321315,11505.809218037752,0.0,0.0,0.0,0.0,8535.059308980459,0.0,0.0,8442.314057035772,0.0,0.0,7950.262717969453,9139.415547009463,0.0,0.0,0.0,9603.472830001074,0.0,6482.1723335887045,9280.64838514739,9082.87846786673,10420.34160185573,10107.904793320082,9076.016334611437
TBC1D1_HUMAN,TBC1D1,112508.73770273666,137077.5969748606,122641.23349398463,111077.9517616344,123946.60717177636,110631.14353428312,172167.64311782722,192757.88613719985,183623.46382168887,232443.05028427782,152298.82579410006,140552.38245081334,280985.28081380564,226937.6422564137,240414.95982871487,234798.18324862653,242327.73983325894,194734.2062527448,291212.035750593,311235.03784270736,324157.2012109579,317697.5572725006,329554.77885397035,333472.04681877035,89674.50560348437,133773.08198843038,81265.21112339657,117620.14717743089,93705.14260851144,106365.35136125816
TBC1D4_HUMAN,TBC1D4,20009.324385916254,25707.716997827152,20127.337329285434,21843.199855274448,0.0,18953.760870866572,11725.92509151832,10273.688827931664,10051.154946147837,9112.822097628741,12480.873373966275,0.0,3831.7858460294365,2751.4945309755067,3684.4097211948083,3353.0163869333774,3243.552376592497,4129.125510800522,0.0,3564.123411412488,3597.611288099593,3461.9870865290018,0.0,3612.076407855941,28689.311533926633,16895.781263391655,19831.993227166626,21879.255892231486,27403.56219674569,25076.186280270118
TCF7L2_HUMAN,TCF7L2,66110.04985305735,72540.85180460314,56068.65592523138,0.0,55268.96482769531,76424.65577580295,79473.32634538949,62772.16915266424,53060.4526964615,0.0,46281.56608346463,52793.66522002223,75167.07937268715,65367.54490306861,57460.57222638739,58642.03825966824,0.0,52398.26803907112,64270.67760146059,66074.01296831625,60119.90316152007,51937.51663894539,45816.10711164,66502.27742533985,64244.670401887124,66657.15389542696,65747.01912530774,61502.14535457901,55797.45510087529,51979.18292080363
TGFB1_HUMAN,TGFB1,0.0,0.0,32107.760624672464,0.0,0.0,45352.90402664843,0.0,0.0,0.0,0.0,0.0,0.0,34247.30281667042,0.0,32570.0755119656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46258.82659205295,38378.943789970115,30254.115023481398,32999.06506819885,40003.75140276887,40019.870580536095
TLR2_HUMAN,TLR2,31269.86791208566,35313.32874708419,31642.01095492873,28900.61380729899,32045.78172974628,32459.221231862222,19808.58005163408,18123.203502439304,19925.438188236632,19737.513326867695,21298.63003008491,21538.044137558987,6461.055165170193,5986.34636859946,7248.050982939941,6719.899205667064,5683.357678522213,7829.381874288869,0.0,4995.592918659612,6129.098662318726,4837.924071654738,4552.262759394929,4733.205207876404,25360.68490832462,30337.55254918718,28960.75641377809,30837.554179650877,25101.93094641181,30276.468497844755
